Node Number	X Location (m)	Y Location (m)	Z Location (m)	
6209	8.8475e-004	-1.0078e-003	-6.149e-004	
6210	8.286e-004	-2.446e-004	7.1817e-004	
6211	7.0171e-004	-2.8708e-004	6.682e-004	
6212	8.2233e-004	-7.4132e-004	8.7112e-004	
6213	8.828e-004	-6.743e-004	-8.6185e-004	
6214	8.5206e-004	-7.7026e-004	-9.0587e-004	
6215	7.8791e-004	-8.7767e-004	-9.298e-004	
6216	8.2078e-004	-4.1138e-004	9.1501e-004	
6217	-9.358e-004	-9.0083e-004	-2.4243e-005	
6218	-5.1823e-004	-1.0753e-003	-2.6491e-004	
6219	-3.9197e-004	-1.0751e-003	-3.0223e-004	
6220	-5.8852e-004	-2.2242e-004	-2.8176e-004	
6221	-8.0735e-004	-2.3107e-004	-1.6123e-004	
6222	-7.0029e-004	-2.4301e-004	-3.6333e-004	
6223	-6.8871e-004	-2.207e-004	4.7033e-005	
6224	-5.4755e-004	-2.4982e-004	1.9583e-005	
6225	-1.2324e-004	-1.0675e-003	4.3602e-004	
6226	-4.7494e-004	-1.0665e-003	4.9834e-004	
6227	-5.1903e-004	-2.3298e-004	6.2317e-004	
6228	-4.6132e-004	-2.1406e-004	6.8025e-004	
6229	-4.2233e-004	-6.0825e-004	8.6918e-004	
6230	-5.2492e-004	-6.0132e-004	9.3222e-004	
6231	-1.6547e-004	-1.0496e-003	7.96e-005	
6232	-5.196e-004	-1.0655e-003	3.6336e-004	
6233	-7.4922e-004	-2.3684e-004	4.6096e-004	
6234	-4.4529e-004	-2.1607e-004	4.4984e-004	
6235	-7.3638e-004	-8.0293e-004	9.1877e-004	
6236	-3.1358e-004	-2.9252e-004	4.7944e-004	
6237	-3.2517e-004	-2.1285e-004	5.7199e-004	
6238	-4.1444e-005	-1.027e-003	6.5479e-004	
6239	-1.3301e-004	-1.0537e-003	-6.8324e-004	
6240	-2.419e-004	-2.0729e-004	-5.0396e-004	
6241	-3.4864e-004	-2.1684e-004	-5.9204e-004	
6242	9.0114e-006	-6.0478e-004	-9.1472e-004	
6243	-9.4116e-005	-5.6037e-004	-9.1135e-004	
6244	-2.8203e-004	-6.0275e-004	-8.5287e-004	
6245	-2.4909e-004	-3.7312e-004	-9.0677e-004	
6246	-1.853e-004	-6.6055e-004	-9.2416e-004	
6247	4.0676e-005	-2.2933e-004	-3.6965e-004	
6248	-2.2389e-004	-2.8837e-004	-1.0456e-004	
6249	-1.1447e-004	-1.0754e-003	2.339e-005	
6250	6.2089e-005	-2.6521e-004	-5.7996e-004	
6251	-5.006e-004	-2.3799e-004	-2.9577e-004	
6252	-6.431e-004	-2.5649e-004	-4.6373e-004	
6253	-4.1082e-004	-1.0904e-003	-6.3867e-004	
6254	1.8557e-004	-1.0174e-003	1.5781e-004	
6255	1.1671e-004	-2.1392e-004	1.2325e-004	
6256	5.9296e-005	-2.8847e-004	3.0256e-004	
6257	3.9731e-005	-2.2147e-004	2.1631e-004	
6258	3.3994e-004	-1.0581e-003	2.0317e-004	
6259	3.265e-004	-1.0154e-003	5.8759e-005	
6260	3.6141e-004	-1.0752e-003	-6.5851e-005	
6261	2.121e-004	-2.1588e-004	-1.2491e-004	
6262	3.6829e-004	-2.2342e-004	-4.5766e-004	
6263	9.8709e-005	-2.3493e-004	-6.155e-004	
6264	2.1515e-004	-2.2281e-004	-5.919e-004	
6265	3.4518e-004	-2.1344e-004	-5.7803e-004	
6266	4.5372e-004	-1.1072e-003	-4.3221e-004	
6267	2.9052e-004	-1.0258e-003	-4.2273e-004	
6268	3.3348e-004	-1.034e-003	-3.9654e-004	
6269	3.351e-004	-1.0851e-003	-3.6477e-004	
6270	2.2278e-004	-1.0189e-003	-4.365e-004	
6271	5.7838e-004	-2.8763e-004	-2.7089e-004	
6272	6.0614e-004	-2.2189e-004	-2.0956e-004	
6273	6.1971e-004	-1.0693e-003	-1.9153e-004	
6274	7.3101e-004	-1.0244e-003	-3.0394e-004	
6275	4.6368e-004	-1.0599e-003	-1.877e-004	
6276	9.2598e-004	-4.3476e-004	-5.668e-004	
6277	9.1504e-004	-4.6161e-004	-6.4172e-004	
6278	3.2189e-004	-7.305e-004	-8.6509e-004	
6279	3.712e-004	-8.0217e-004	-9.415e-004	
6280	4.635e-004	-5.4314e-004	-8.671e-004	
6281	2.3362e-004	-1.0681e-003	2.9338e-004	
6282	5.4797e-004	-2.3718e-004	4.9298e-005	
6283	5.3229e-004	-2.204e-004	1.9287e-004	
6284	6.2587e-004	-2.266e-004	1.7712e-004	
6285	4.5267e-004	-9.306e-004	9.2674e-004	
6286	5.4673e-004	-8.4528e-004	9.3214e-004	
6287	3.5371e-004	-4.5965e-004	8.4935e-004	
6288	1.4195e-004	-1.0755e-003	6.8994e-004	
6289	8.6596e-004	-6.8409e-004	2.6747e-004	
6290	7.5442e-004	-5.3461e-004	9.3579e-004	
6291	4.7568e-004	-6.3392e-004	9.2438e-004	
6292	8.0415e-004	-6.83e-004	9.3655e-004	
6293	6.8269e-004	-6.539e-004	9.1742e-004	
6294	2.0047e-004	-7.8267e-004	9.5626e-004	
6295	1.821e-004	-7.9241e-004	-9.0014e-004	
6296	3.7997e-004	-1.0787e-003	-6.1217e-004	
6297	4.7652e-004	-1.0207e-003	-6.737e-004	
6298	3.9267e-004	-1.0821e-003	-1.9638e-004	
6299	-3.9438e-004	-1.0706e-003	-8.1106e-004	
6300	-4.7586e-004	-1.0584e-003	-7.224e-004	
6301	-1.175e-004	-4.3922e-004	-8.6296e-004	
6302	-7.9251e-004	-2.8092e-004	9.0285e-005	
6303	9.2999e-004	-8.4214e-004	5.2437e-004	
6304	8.5476e-004	-7.6777e-004	7.3168e-004	
6305	7.0064e-004	-2.7752e-004	4.7061e-004	
6306	-5.5882e-004	-1.0237e-003	9.3967e-004	
6307	-1.8931e-004	-3.9515e-004	9.2235e-004	
6308	-5.3804e-004	-2.7267e-004	-7.4155e-004	
6309	-9.0621e-004	-7.8261e-004	-5.0182e-004	
6310	-8.5866e-004	-8.5434e-004	2.7124e-004	
6311	-5.3134e-004	-1.008e-003	-8.5714e-004	
6312	-6.7366e-004	-8.7585e-004	-8.7877e-004	
6313	-4.0933e-004	-1.073e-003	3.2757e-005	
6314	-9.0484e-004	-6.8123e-004	-3.5786e-004	
6315	-7.0903e-004	-1.0187e-003	4.4037e-004	
6316	-8.6426e-004	-5.6709e-004	-2.7198e-004	
6317	-8.9153e-004	-7.2953e-004	1.5454e-004	
6318	-5.2225e-004	-2.2843e-004	-6.0879e-004	
6319	-6.4969e-004	-2.1632e-004	-6.5523e-004	
6320	-6.7929e-004	-3.0497e-004	-6.8521e-004	
6321	-5.9298e-004	-3.0553e-004	-5.3104e-004	
6322	-4.983e-004	-2.6984e-004	-6.652e-004	
6323	-8.7011e-004	-8.0948e-004	9.2203e-005	
6324	-8.6255e-004	-6.5683e-004	1.9458e-004	
6325	-8.5723e-004	-4.5687e-004	-1.7907e-004	
6326	-8.6926e-004	-4.7851e-004	-2.7731e-004	
6327	-8.5111e-004	-6.4085e-004	-2.0878e-004	
6328	-8.4978e-004	-5.9936e-004	-3.8089e-004	
6329	-8.3624e-004	-1.0114e-003	4.4172e-004	
6330	-5.9245e-004	-1.0144e-003	5.5718e-004	
6331	-7.0131e-004	-1.0121e-003	3.4487e-004	
6332	-6.4627e-004	-1.0333e-003	4.0326e-004	
6333	-6.5573e-004	-1.0299e-003	4.8914e-004	
6334	-8.6939e-004	-7.5877e-004	-3.2957e-004	
6335	-4.3197e-004	-1.0133e-003	1.0164e-004	
6336	-3.9722e-004	-9.8565e-004	-1.4672e-005	
6337	-6.9045e-004	-9.5853e-004	-8.8628e-004	
6338	-7.4371e-004	-8.1664e-004	-8.7081e-004	
6339	-5.8113e-004	-8.7525e-004	-8.7074e-004	
6340	-6.4352e-004	-7.9367e-004	-8.7962e-004	
6341	-5.3782e-004	-1.0217e-003	-7.8357e-004	
6342	-5.6521e-004	-9.5043e-004	-8.5988e-004	
6343	-8.4927e-004	-9.4857e-004	1.6165e-004	
6344	-8.552e-004	-7.4317e-004	3.1524e-004	
6345	-9.4025e-004	-8.5051e-004	-4.8185e-004	
6346	-8.7649e-004	-7.3171e-004	-6.0063e-004	
6347	-6.175e-004	-2.9131e-004	-7.7961e-004	
6348	-5.0207e-004	-2.8377e-004	-8.1285e-004	
6349	-1.9103e-004	-3.4002e-004	8.7959e-004	
6350	-5.3621e-004	-9.9991e-004	8.6684e-004	
6351	-6.1216e-004	-1.0311e-003	8.8071e-004	
6352	7.6881e-004	-2.7774e-004	3.9573e-004	
6353	5.4722e-004	-3.2194e-004	5.3739e-004	
6354	6.7504e-004	-2.8506e-004	3.8417e-004	
6355	7.5487e-004	-2.8149e-004	5.3707e-004	
6356	6.1675e-004	-2.805e-004	4.8152e-004	
6357	8.6135e-004	-8.8307e-004	7.1298e-004	
6358	8.6216e-004	-6.0999e-004	7.287e-004	
6359	8.3662e-004	-8.3867e-004	8.135e-004	
6360	8.5525e-004	-7.1169e-004	6.2975e-004	
6361	8.5868e-004	-7.8299e-004	5.4316e-004	
6362	8.5771e-004	-8.9623e-004	4.9221e-004	
6363	-7.5051e-004	-2.7784e-004	2.1255e-004	
6364	-8.5461e-004	-4.778e-004	7.8695e-005	
6365	-8.4866e-004	-3.1834e-004	1.7316e-004	
6366	-7.7704e-004	-2.8636e-004	1.2672e-006	
6367	-8.5251e-004	-2.9163e-004	1.1971e-004	
6368	-6.9314e-004	-2.8885e-004	8.4754e-005	
6369	-1.1144e-006	-5.222e-004	-8.687e-004	
6370	-1.2454e-005	-4.3222e-004	-8.7413e-004	
6371	-8.8001e-005	-3.5308e-004	-8.5877e-004	
6372	-2.1472e-004	-4.4872e-004	-8.6614e-004	
6373	-1.5583e-004	-5.1081e-004	-8.6921e-004	
6374	-4.0248e-004	-1.0241e-003	-6.6903e-004	
6375	-4.9649e-004	-1.0231e-003	-6.5576e-004	
6376	-3.4325e-004	-1.0076e-003	-7.6545e-004	
6377	-3.7562e-004	-1.0049e-003	-8.5229e-004	
6378	3.5804e-004	-1.032e-003	-2.8817e-004	
6379	4.9344e-004	-9.9686e-004	-7.6845e-004	
6380	5.7088e-004	-1.0217e-003	-6.7636e-004	
6381	3.6614e-004	-1.0222e-003	-6.6235e-004	
6382	4.3983e-004	-1.0288e-003	-6.1577e-004	
6383	3.6288e-004	-1.0478e-003	-5.4908e-004	
6384	1.8035e-004	-8.5717e-004	-8.5363e-004	
6385	2.5504e-004	-7.9873e-004	-8.5282e-004	
6386	1.0906e-004	-7.6041e-004	-8.5399e-004	
6387	1.9361e-004	-7.7581e-004	8.8312e-004	
6388	7.3539e-004	-6.0871e-004	8.8144e-004	
6389	7.1807e-004	-6.982e-004	8.7409e-004	
6390	6.2016e-004	-6.425e-004	8.6893e-004	
6391	5.2451e-004	-6.6646e-004	8.6974e-004	
6392	4.1889e-004	-6.5166e-004	8.6134e-004	
6393	7.0136e-004	-4.5046e-004	8.8793e-004	
6394	8.6029e-004	-5.7668e-004	1.6601e-004	
6395	8.6447e-004	-7.7723e-004	1.8645e-004	
6396	8.5892e-004	-8.0216e-004	3.4146e-004	
6397	8.6437e-004	-5.8689e-004	2.8265e-004	
6398	8.6476e-004	-6.6432e-004	3.5051e-004	
6399	8.6982e-004	-7.5729e-004	2.7558e-004	
6400	8.6564e-004	-6.7789e-004	1.7953e-004	
6401	4.9181e-005	-1.0279e-003	6.5494e-004	
6402	2.0218e-004	-1.0078e-003	6.7348e-004	
6403	1.345e-004	-1.0134e-003	6.317e-004	
6404	3.1063e-004	-3.6494e-004	8.4139e-004	
6405	4.5523e-004	-4.1005e-004	8.5163e-004	
6406	2.7084e-004	-5.2895e-004	8.6071e-004	
6407	5.8035e-004	-8.9154e-004	8.6686e-004	
6408	4.9742e-004	-8.7424e-004	8.7683e-004	
6409	3.9625e-004	-9.1837e-004	8.6586e-004	
6410	3.6484e-004	-9.1201e-004	9.4875e-004	
6411	6.2802e-004	-2.9605e-004	1.039e-004	
6412	5.7105e-004	-2.9594e-004	1.8604e-004	
6413	4.2304e-004	-2.8843e-004	-1.321e-005	
6414	5.9391e-004	-3.034e-004	1.2483e-006	
6415	2.7228e-004	-1.0243e-003	2.3317e-004	
6416	2.3327e-004	-9.9845e-004	3.6692e-004	
6417	6.1543e-004	-6.1402e-004	-8.6954e-004	
6418	3.6313e-004	-5.5214e-004	-8.4929e-004	
6419	4.1306e-004	-4.5776e-004	-8.513e-004	
6420	5.465e-004	-5.6506e-004	-8.6833e-004	
6421	4.8309e-004	-6.2485e-004	-8.7209e-004	
6422	4.0077e-004	-7.57e-004	-8.7308e-004	
6423	8.6656e-004	-4.2144e-004	-7.6886e-004	
6424	8.498e-004	-4.3613e-004	-5.9217e-004	
6425	8.7641e-004	-4.7195e-004	-7.2196e-004	
6426	9.0301e-004	-4.9892e-004	-5.7686e-004	
6427	5.5041e-004	-1.0006e-003	-1.822e-004	
6428	6.9517e-004	-1.0358e-003	-3.9572e-004	
6429	6.9589e-004	-1.014e-003	-2.0522e-004	
6430	8.5625e-004	-9.5606e-004	-3.9209e-004	
6431	8.1293e-004	-1.0351e-003	-2.768e-004	
6432	6.7657e-004	-2.8989e-004	-1.7461e-004	
6433	5.6223e-004	-2.8275e-004	-3.6704e-004	
6434	6.8728e-004	-2.7872e-004	-3.1251e-004	
6435	4.8726e-004	-2.8035e-004	-2.3773e-004	
6436	2.3586e-004	-1.0203e-003	-5.5883e-004	
6437	2.2955e-004	-1.0167e-003	-3.6941e-004	
6438	1.5203e-004	-1.0163e-003	-4.0282e-004	
6439	3.888e-004	-1.0331e-003	-3.5946e-004	
6440	4.0509e-004	-1.0426e-003	-4.3733e-004	
6441	3.5429e-004	-2.5772e-004	-5.3314e-004	
6442	1.9731e-004	-2.7214e-004	-6.3311e-004	
6443	1.3044e-004	-2.603e-004	-6.6097e-004	
6444	4.8612e-005	-2.6314e-004	-6.47e-004	
6445	4.2093e-004	-2.8136e-004	-4.4738e-004	
6446	3.1091e-004	-2.6813e-004	-4.6866e-004	
6447	2.2888e-004	-2.7345e-004	-1.6703e-004	
6448	2.6201e-004	-2.2557e-004	-9.0358e-005	
6449	4.0644e-004	-1.0017e-003	-9.0226e-005	
6450	2.2904e-004	-1.0065e-003	5.5223e-005	
6451	4.1568e-004	-1.0132e-003	1.1662e-004	
6452	3.3228e-004	-1.0039e-003	1.413e-004	
6453	3.9623e-004	-1.0085e-003	2.4441e-004	
6454	7.3296e-005	-2.7848e-004	1.5904e-004	
6455	1.0195e-004	-2.7138e-004	2.3465e-004	
6456	-1.4048e-005	-3.0167e-004	2.3566e-004	
6457	1.9041e-004	-2.9515e-004	3.967e-004	
6458	4.5881e-005	-2.7935e-004	4.0234e-004	
6459	1.475e-004	-9.978e-004	2.7011e-004	
6460	9.1882e-005	-1.0235e-003	1.9089e-004	
6461	1.1829e-004	-1.0231e-003	1.0934e-004	
6462	-6.2264e-004	-2.9674e-004	-3.7524e-004	
6463	-7.3651e-004	-2.8812e-004	-4.7026e-004	
6464	-4.9179e-004	-2.8225e-004	-2.0502e-004	
6465	-4.701e-004	-2.9091e-004	-3.5694e-004	
6466	-2.8656e-006	-2.8266e-004	-5.2511e-004	
6467	6.469e-005	-2.8055e-004	-5.0608e-004	
6468	-1.6128e-004	-1.0113e-003	-8.2328e-005	
6469	-1.0895e-004	-1.0025e-003	7.4387e-005	
6470	-7.0786e-005	-1.0244e-003	-5.6903e-005	
6471	-5.9396e-005	-1.0824e-003	-1.2845e-005	
6472	-3.2793e-004	-2.8703e-004	-1.1316e-004	
6473	-1.3024e-004	-2.7706e-004	-2.7329e-005	
6474	-2.215e-004	-2.8847e-004	-2.0066e-004	
6475	1.0199e-004	-2.825e-004	-3.3101e-004	
6476	-1.4361e-005	-2.886e-004	-3.4245e-004	
6477	-1.0491e-004	-7.2657e-004	-8.59e-004	
6478	-2.2486e-004	-6.565e-004	-8.7603e-004	
6479	-2.7194e-004	-3.8789e-004	-9.7142e-004	
6480	-2.5877e-004	-3.0608e-004	-8.5681e-004	
6481	-3.6059e-004	-6.9002e-004	-8.4083e-004	
6482	-3.9635e-004	-4.7134e-004	-8.3141e-004	
6483	6.826e-005	-5.6387e-004	-8.6248e-004	
6484	-3.0873e-004	-2.838e-004	-6.2578e-004	
6485	-2.4165e-004	-2.9432e-004	-4.3183e-004	
6486	-1.9369e-004	-1.0109e-003	-5.9841e-004	
6487	-1.7795e-004	-9.9829e-004	-7.4486e-004	
6488	-8.3356e-005	-1.0229e-003	-7.3743e-004	
6489	-1.1706e-004	-1.0181e-003	7.2774e-004	
6490	-1.2614e-004	-1.0271e-003	6.218e-004	
6491	-1.5664e-005	-1.0192e-003	5.657e-004	
6492	-3.7127e-004	-2.6835e-004	6.1197e-004	
6493	-2.7104e-004	-2.7719e-004	5.6648e-004	
6494	-4.0862e-004	-2.8079e-004	4.7234e-004	
6495	-2.3847e-004	-2.9632e-004	4.2586e-004	
6496	-3.3873e-004	-2.9007e-004	3.8409e-004	
6497	-6.7986e-004	-8.3866e-004	8.6135e-004	
6498	-7.7021e-004	-7.4021e-004	8.5964e-004	
6499	-8.1662e-004	-2.8422e-004	4.219e-004	
6500	-6.8946e-004	-2.7819e-004	4.1576e-004	
6501	-8.3691e-004	-2.8839e-004	4.9719e-004	
6502	-5.1261e-004	-1.0088e-003	2.6953e-004	
6503	-2.34e-004	-1.0091e-003	7.8092e-005	
6504	-4.94e-004	-5.3864e-004	8.7029e-004	
6505	-5.1793e-004	-6.4577e-004	8.6801e-004	
6506	-6.0199e-004	-5.765e-004	9.1391e-004	
6507	-3.4287e-004	-4.9143e-004	8.6417e-004	
6508	-4.3109e-004	-7.0919e-004	8.6794e-004	
6509	-5.0048e-004	-2.7043e-004	6.8784e-004	
6510	-5.9502e-004	-2.7457e-004	6.3317e-004	
6511	-4.1332e-004	-1.0228e-003	4.7937e-004	
6512	-1.0586e-004	-1.0011e-003	3.7162e-004	
6513	-4.7857e-004	-3.2225e-004	-3.0703e-005	
6514	-5.6803e-004	-2.9606e-004	1.1677e-004	
6515	-7.3625e-004	-3.0245e-004	-3.1043e-004	
6516	-8.7244e-004	-2.9857e-004	-1.6697e-004	
6517	-7.5801e-004	-2.9583e-004	-1.8297e-004	
6518	-4.7774e-004	-1.0255e-003	-3.3522e-004	
6519	-4.1005e-004	-1.0109e-003	-2.5144e-004	
6520	-6.4732e-004	-1.0373e-003	-2.6259e-004	
6521	-5.7524e-004	-1.0841e-003	-2.5744e-004	
6522	-8.4932e-004	-9.5886e-004	3.4989e-005	
6523	-9.3376e-004	-8.4695e-004	4.0768e-005	
6524	-8.5734e-004	-9.2595e-004	-7.2166e-005	
6525	8.4149e-004	-4.7452e-004	8.7406e-004	
6526	8.6114e-004	-4.0236e-004	8.3871e-004	
6527	8.1028e-004	-3.4364e-004	8.7026e-004	
6528	7.8261e-004	-8.043e-004	-8.7001e-004	
6529	8.0303e-004	-9.1713e-004	-8.6334e-004	
6530	8.6883e-004	-6.5608e-004	-7.8023e-004	
6531	6.7316e-004	-2.8163e-004	8.119e-004	
6532	7.7898e-004	-3.0106e-004	7.4198e-004	
6533	7.5983e-004	-2.9299e-004	6.1688e-004	
6534	6.2203e-004	-2.7809e-004	6.5246e-004	
6535	8.5174e-004	-9.8381e-004	-7.023e-004	
6536	8.0702e-004	-1.0183e-003	-5.7105e-004	
6537	8.579e-004	-9.43e-004	-5.8747e-004	
6538	7.1049e-004	-2.9376e-004	-7.0902e-004	
6539	5.6275e-004	-3.1559e-004	-8.0359e-004	
6540	5.2903e-004	-2.9716e-004	-6.7594e-004	
6541	8.6806e-004	-9.4214e-004	5.9759e-005	
6542	7.8906e-004	-1.0131e-003	6.4176e-005	
6543	8.4073e-004	-9.3462e-004	2.0995e-004	
6544	7.6741e-004	-1.0144e-003	1.8182e-004	
6545	7.0164e-004	-4.9621e-004	-8.8299e-004	
6546	6.5119e-004	-3.5663e-004	-8.6493e-004	
6547	6.1356e-004	-5.1681e-004	-8.9497e-004	
6548	8.5471e-004	-7.8569e-004	-5.7131e-004	
6549	8.8607e-004	-6.5811e-004	-6.6084e-004	
6550	8.6505e-004	-6.1967e-004	-5.5738e-004	
6551	8.5618e-004	-8.7257e-004	-7.1736e-004	
6552	6.6847e-004	-8.385e-004	8.7037e-004	
6553	7.9962e-004	-9.9322e-004	8.708e-004	
6554	7.0334e-004	-1.0267e-003	8.4148e-004	
6555	6.5214e-004	-1.028e-003	7.911e-004	
6556	8.5814e-004	-1.033e-003	6.0093e-004	
6557	8.432e-004	-9.8256e-004	7.2774e-004	
6558	7.3161e-004	-1.0195e-003	4.6623e-004	
6559	7.4282e-004	-1.0087e-003	3.6986e-004	
6560	8.7071e-004	-1.0248e-003	5.1587e-004	
6561	7.2618e-004	-1.0075e-003	5.9966e-004	
6562	8.7154e-004	-9.0871e-004	3.1476e-004	
6563	8.6209e-004	-7.3383e-004	4.078e-004	
6564	8.6309e-004	-7.7637e-004	1.9924e-005	
6565	8.2908e-004	-2.7202e-004	-4.5893e-004	
6566	8.0815e-004	-2.758e-004	-5.7331e-004	
6567	5.8359e-004	-9.9955e-004	9.4419e-004	
6568	5.0597e-004	-1.0079e-003	8.8266e-004	
6569	8.6966e-004	-7.0528e-004	-1.4874e-004	
6570	8.3961e-004	-7.1021e-004	-2.8266e-004	
6571	8.7232e-004	-8.4136e-004	-7.7566e-005	
6572	6.7629e-004	-3.2258e-004	8.7614e-004	
6573	8.0663e-004	-3.6749e-004	-8.812e-004	
6574	5.6739e-004	-2.711e-004	-5.0064e-004	
6575	5.1564e-004	-2.8142e-004	-4.4428e-004	
6576	4.1457e-004	-2.504e-004	-5.1762e-004	
6577	5.115e-004	-2.6541e-004	-5.5245e-004	
6578	4.2526e-004	-2.4935e-004	-2.9963e-004	
6579	4.8682e-004	-2.6899e-004	-3.2669e-004	
6580	8.6785e-004	-4.9678e-004	5.3935e-004	
6581	8.4993e-004	-6.5021e-004	5.4232e-004	
6582	8.8695e-004	-3.917e-004	2.2409e-004	
6583	4.7711e-004	-1.0148e-003	7.3217e-004	
6584	5.0427e-004	-1.0056e-003	5.8846e-004	
6585	5.6702e-004	-1.0033e-003	4.3849e-004	
6586	4.6152e-004	-1.0489e-003	4.9578e-004	
6587	2.8634e-004	-1.0111e-003	7.4354e-004	
6588	7.7713e-004	-2.4331e-004	-2.9485e-004	
6589	4.3468e-004	-1.0677e-003	-8.8911e-004	
6590	5.6425e-004	-1.0001e-003	-8.5075e-004	
6591	7.3716e-004	-2.3457e-004	-6.3592e-004	
6592	8.3854e-004	-3.0827e-004	-6.6242e-004	
6593	3.1835e-004	-2.8563e-004	-7.5994e-004	
6594	4.6551e-004	-3.1698e-004	-8.2231e-004	
6595	8.6547e-004	-6.1682e-004	-1.0244e-004	
6596	8.3984e-004	-4.2585e-004	-1.0185e-005	
6597	8.6492e-004	-4.8257e-004	-1.4322e-004	
6598	8.7247e-004	-6.3749e-004	-2.8041e-004	
6599	8.6429e-004	-4.586e-004	-2.8012e-004	
6600	8.6015e-004	-5.5099e-004	-3.2456e-004	
6601	4.7793e-004	-1.0062e-003	3.1149e-005	
6602	5.2276e-004	-9.9803e-004	3.2659e-004	
6603	6.3261e-004	-1.0153e-003	-3.4224e-005	
6604	6.6144e-004	-9.8918e-004	9.7565e-005	
6605	5.6671e-004	-1.0769e-003	1.0749e-004	
6606	5.105e-004	-3.3294e-004	8.7867e-004	
6607	4.8766e-004	-2.6553e-004	8.5343e-004	
6608	4.3228e-004	-2.8381e-004	7.8452e-004	
6609	4.1401e-004	-2.8204e-004	4.8687e-004	
6610	4.5973e-004	-2.9974e-004	6.6942e-004	
6611	3.8402e-004	-2.9644e-004	6.2482e-004	
6612	7.2654e-005	-1.0019e-003	8.3184e-004	
6613	-2.5168e-005	-9.9607e-004	8.5902e-004	
6614	2.5087e-004	-2.9892e-004	-8.4457e-004	
6615	1.1049e-004	-9.1854e-004	-8.3923e-004	
6616	-3.6023e-006	-9.1997e-004	-8.4314e-004	
6617	9.5443e-005	-1.0103e-003	-7.6654e-004	
6618	-4.6726e-005	-9.8376e-004	-8.4474e-004	
6619	3.1533e-006	-1.0202e-003	-7.8467e-004	
6620	1.8865e-004	-2.8484e-004	5.2036e-004	
6621	1.8725e-004	-2.8838e-004	6.6658e-004	
6622	5.9355e-005	-2.7357e-004	6.3496e-004	
6623	3.0297e-005	-8.4797e-004	8.7645e-004	
6624	2.6682e-004	-9.9686e-004	-8.0394e-004	
6625	9.5027e-005	-1.0337e-003	-6.505e-004	
6626	-8.6285e-004	-1.0355e-003	8.028e-004	
6627	-8.3706e-004	-9.0163e-004	8.3565e-004	
6628	-8.7658e-004	-1.0505e-003	8.6914e-004	
6629	-1.5399e-004	-7.2667e-004	8.4897e-004	
6630	-1.2375e-004	-7.8082e-004	9.0691e-004	
6631	1.8161e-004	-6.927e-004	8.6018e-004	
6632	3.0164e-004	-6.6142e-004	8.5632e-004	
6633	-7.7512e-004	-1.0211e-003	7.7855e-004	
6634	-7.4953e-004	-9.9758e-004	8.483e-004	
6635	-1.9846e-004	-9.9462e-004	-8.6244e-004	
6636	-2.9553e-004	-8.7135e-004	-8.5819e-004	
6637	-4.4198e-004	-3.5771e-004	-8.4887e-004	
6638	-3.8888e-004	-1.0284e-003	8.4191e-004	
6639	-4.0007e-004	-9.2355e-004	8.8282e-004	
6640	-5.1146e-004	-9.0471e-004	8.766e-004	
6641	-4.7818e-004	-1.0331e-003	7.2065e-004	
6642	-3.4098e-004	-2.8338e-004	-8.3583e-004	
6643	-1.4746e-004	-2.81e-004	-6.5657e-004	
6644	-8.5256e-004	-1.0163e-003	7.1908e-004	
6645	-8.4419e-004	-8.2316e-004	7.2054e-004	
6646	-8.7612e-004	-9.6495e-004	6.3969e-004	
6647	-8.614e-004	-7.9305e-004	5.7368e-004	
6648	-8.1035e-004	-3.4143e-004	8.25e-004	
6649	-8.3354e-004	-4.278e-004	8.6734e-004	
6650	-1.6005e-004	-9.1039e-004	-8.4708e-004	
6651	-6.2571e-004	-1.0074e-003	-6.1519e-004	
6652	-4.9235e-004	-1.0899e-003	-5.7453e-004	
6653	-8.6699e-004	-3.2783e-004	6.9967e-004	
6654	-7.1013e-004	-2.7766e-004	7.3277e-004	
6655	-8.3741e-004	-2.8064e-004	7.3526e-004	
6656	-7.6217e-004	-2.7711e-004	8.5712e-004	
6657	-6.7838e-004	-3.2086e-004	8.6217e-004	
6658	-5.7001e-004	-2.9765e-004	8.3198e-004	
6659	-5.2381e-004	-2.8868e-004	7.458e-004	
6660	-5.7392e-004	-2.1378e-004	7.4392e-004	
6661	-7.0581e-005	-2.7858e-004	6.4699e-004	
6662	-6.7608e-005	-2.7142e-004	7.4425e-004	
6663	-2.3401e-004	-2.8844e-004	7.1169e-004	
6664	-8.5982e-004	-4.0448e-004	-7.6644e-004	
6665	-8.6322e-004	-5.1698e-004	-7.4665e-004	
6666	-7.7456e-004	-3.1156e-004	-8.0675e-004	
6667	-8.707e-004	-2.5712e-004	-8.8227e-004	
6668	-8.626e-004	-6.8063e-004	-7.8038e-004	
6669	-8.7415e-004	-6.0132e-004	-7.9281e-004	
6670	-8.5479e-004	-8.8499e-004	-6.0283e-004	
6671	-8.7419e-004	-8.455e-004	-7.0732e-004	
6672	-8.7673e-004	-7.7659e-004	-7.4413e-004	
6673	-8.9347e-004	-9.7483e-004	-8.2633e-004	
6674	-8.5573e-004	-9.5649e-004	-8.8366e-004	
6675	-8.9912e-004	-8.5909e-004	-8.0925e-004	
6676	-7.8559e-004	-9.0007e-004	-8.8499e-004	
6677	-4.4872e-004	-7.2214e-004	9.2898e-004	
6678	-7.8992e-004	-1.0323e-003	-8.6797e-004	
