Node Number	X Location (m)	Y Location (m)	Z Location (m)	
15014	1.2749e-004	1.06e-003	5.9083e-005	
15015	-1.9885e-005	1.06e-003	3.4364e-005	
15016	-5.2215e-005	1.06e-003	1.8184e-005	
15017	-2.5011e-005	1.06e-003	5.2234e-005	
15018	-8.3142e-005	1.06e-003	-3.0837e-006	
15019	8.093e-006	7.7667e-004	-2.5558e-008	
15020	-4.7278e-005	3.1743e-004	-2.1942e-004	
15021	-1.701e-004	2.6446e-004	-2.078e-005	
15022	-1.5505e-004	1.0296e-003	-1.577e-004	
15023	-1.852e-004	3.4315e-004	1.1883e-004	
15024	-1.8441e-004	4.9087e-004	-1.1801e-004	
15025	5.0996e-005	3.1762e-004	2.204e-004	
15026	8.4403e-005	3.1789e-004	2.146e-004	
15027	-1.0049e-005	1.0402e-003	-1.3464e-004	
15028	2.0049e-004	2.9837e-004	-7.8259e-005	
15029	-5.6976e-005	3.1627e-004	2.1524e-004	
15030	-7.0276e-005	9.7824e-004	2.1321e-004	
15031	-4.439e-005	2.5015e-004	-1.4449e-004	
15032	1.8952e-004	3.1361e-004	-1.2579e-004	
15033	2.0775e-004	3.2122e-004	1.0739e-004	
15034	-2.195e-004	1.0175e-003	1.1727e-005	
15035	1.3272e-004	3.1929e-004	1.9312e-004	
15036	-1.7738e-004	3.1445e-004	-1.1899e-004	
15037	-1.1472e-004	1.0422e-003	1.8747e-004	
15038	1.0974e-005	1.234e-004	-2.605e-005	
15039	7.8947e-005	9.7405e-004	-2.1838e-004	
15040	1.6946e-004	9.5327e-004	-1.5927e-004	
15041	1.3954e-004	9.7776e-004	1.8304e-004	
15042	-1.06e-004	1.037e-003	-1.3123e-005	
15043	-5.1956e-005	1.0343e-003	-2.2349e-004	
15044	-2.1188e-004	3.1714e-004	-2.6378e-005	
15045	-7.4902e-005	1.0341e-003	-1.2603e-004	
15046	8.0534e-005	2.5112e-004	1.3223e-004	
15047	-1.4094e-004	1.0329e-003	-8.9399e-005	
15048	3.9275e-005	9.7017e-004	2.2476e-004	
15049	-1.9825e-004	1.0425e-003	-9.6889e-005	
15050	2.2261e-004	9.9893e-004	7.4361e-005	
15051	-2.0857e-004	9.9441e-004	7.1424e-005	
15052	2.0555e-004	1.033e-003	-8.8614e-005	
15053	1.9468e-004	9.7748e-004	1.2487e-004	
15054	1.3154e-004	3.4788e-004	-1.911e-004	
15055	2.3099e-004	3.1941e-004	1.21e-005	
15056	1.4222e-004	1.044e-003	-1.8246e-004	
15057	7.5503e-005	1.0368e-003	2.0624e-004	
15058	2.3342e-004	9.7489e-004	-2.6118e-005	
15059	-1.8417e-004	1.0336e-003	1.2124e-004	
15060	-3.4034e-007	1.0355e-003	2.0598e-004	
15061	-6.2933e-005	1.8102e-004	-4.0768e-005	
15062	4.1078e-005	1.5393e-004	4.9573e-005	
15063	6.5413e-005	2.1431e-004	-1.0339e-004	
15064	-1.6474e-004	9.2309e-004	1.4786e-004	
15065	1.0895e-005	9.2446e-005	4.3976e-006	
15066	-2.1317e-004	3.178e-004	2.4679e-005	
15067	-7.9576e-005	1.0175e-003	2.0661e-004	
15068	1.0765e-004	3.1999e-004	-2.0335e-004	
15069	2.2746e-004	1.0418e-003	-5.9075e-005	
15070	-9.3175e-005	1.0252e-003	-2.0124e-004	
15071	3.635e-005	1.0198e-003	-2.2593e-004	
15072	-2.2213e-004	1.0369e-003	2.1344e-006	
15073	-1.4557e-004	1.0194e-003	1.6694e-004	
15074	2.3377e-004	1.0283e-003	1.2921e-005	
15075	1.6138e-004	1.045e-003	-1.6979e-004	
15076	-2.1511e-004	9.9565e-004	-5.2667e-005	
15077	-2.0332e-004	3.1684e-004	-7.0877e-005	
15078	-1.0244e-004	3.1748e-004	1.9977e-004	
15079	-2.0189e-004	3.1727e-004	7.4093e-005	
15080	1.1369e-005	3.1789e-004	-2.2822e-004	
15081	-1.1376e-004	2.9525e-004	-1.6211e-004	
15082	1.8753e-006	1.0275e-003	-2.2887e-004	
15083	-2.0813e-004	1.0357e-003	7.4364e-005	
15084	1.7664e-004	3.1793e-004	1.5638e-004	
15085	-2.2215e-004	1.0372e-003	2.7087e-005	
15086	-1.332e-004	1.0349e-003	-1.832e-004	
15087	6.3626e-005	1.0483e-003	2.2791e-004	
15088	-2.1777e-004	1.0374e-003	-4.9216e-005	
15089	1.7859e-004	1.0385e-003	1.2005e-004	
15090	1.9794e-004	1.0339e-003	1.3254e-004	
15091	2.3319e-004	1.0367e-003	-3.4729e-005	
15092	2.2543e-004	1.0409e-003	5.8879e-005	
15093	6.5275e-005	3.2122e-004	-2.2144e-004	
15094	-1.6589e-004	3.1801e-004	-1.4664e-004	
15095	-1.0605e-004	3.2171e-004	-1.9998e-004	
15096	1.4495e-004	2.3437e-004	-5.2484e-005	
15097	2.2862e-004	3.1717e-004	-3.6185e-005	
15098	9.3947e-005	1.8249e-004	-4.6806e-006	
15099	-3.6308e-005	1.9385e-004	8.6552e-005	
15100	1.5231e-005	3.1835e-004	2.2891e-004	
15101	-1.4846e-004	3.1891e-004	1.6707e-004	
15102	-2.0988e-004	1.0433e-003	-7.4763e-005	
15103	-2.0791e-004	6.9205e-004	7.8389e-005	
15104	1.1344e-004	1.0185e-003	-2.02e-004	
15105	1.878e-004	1.0183e-003	-1.3955e-004	
15106	-2.2621e-005	1.0359e-003	2.2558e-004	
15107	-2.1806e-004	1.0415e-003	-2.4521e-005	
15108	-2.1271e-004	1.0412e-003	4.8145e-005	
15109	5.0938e-005	1.0384e-003	-2.285e-004	
15110	-1.7091e-004	1.044e-003	1.3934e-004	
15111	2.5531e-005	6.7566e-004	2.2907e-004	
15112	-1.3781e-004	1.0442e-003	1.7669e-004	
15113	-1.5493e-004	1.0427e-003	1.5882e-004	
15114	-4.8782e-005	1.0347e-003	2.2279e-004	
15115	1.9776e-004	1.0405e-003	-1.2717e-004	
15116	1.0162e-004	1.0382e-003	-2.1156e-004	
15117	1.6218e-004	1.0325e-003	1.6648e-004	
15118	1.2175e-004	1.044e-003	1.9684e-004	
15119	-1.3339e-004	2.5664e-004	8.3894e-005	
15120	1.5185e-004	3.2056e-004	-1.7771e-004	
15121	2.2393e-004	3.1437e-004	6.2534e-005	
15122	-1.8617e-004	1.0422e-003	-1.1713e-004	
15123	-2.3081e-005	1.044e-003	-2.2492e-004	
15124	-1.7455e-004	1.0364e-003	-1.4258e-004	
15125	1.7765e-004	1.0432e-003	1.4937e-004	
15126	3.4567e-006	1.0431e-003	2.3011e-004	
15127	-2.0004e-004	1.0352e-003	9.9613e-005	
15128	1.7792e-004	1.0423e-003	-1.4955e-004	
15129	-7.0043e-005	1.0425e-003	2.1368e-004	
15130	1.0106e-004	1.035e-003	3.001e-005	
15131	2.6136e-005	1.0421e-003	-2.2485e-004	
15132	7.3045e-005	1.0422e-003	-2.1486e-004	
15133	2.4089e-004	1.0393e-003	3.9728e-005	
15134	2.4144e-004	1.0335e-003	-1.3099e-005	
15135	2.0526e-004	1.0372e-003	1.1134e-004	
15136	3.2065e-005	1.0427e-003	2.2996e-004	
15137	2.2588e-004	6.755e-004	7.1082e-005	
15138	2.2903e-004	7.5798e-004	5.0998e-005	
15139	-1.8506e-004	7.9801e-004	-1.1874e-004	
15140	-1.162e-004	7.8069e-004	-1.9037e-004	
15141	1.3221e-004	7.5614e-004	1.8988e-004	
15142	-2.1249e-004	7.7201e-004	4.1192e-005	
15143	-1.5404e-004	7.8086e-004	1.5845e-004	
15144	1.7171e-004	7.7397e-004	-1.5966e-004	
15145	-6.0603e-005	7.7328e-004	2.1778e-004	
15146	-2.1158e-005	8.0009e-004	-2.2283e-004	
15147	2.2479e-004	7.4888e-004	-6.4099e-005	
15148	1.9864e-006	1.0363e-003	-1.3329e-005	
15149	7.2214e-005	7.8309e-004	-2.1627e-004	
15150	5.0196e-005	7.9865e-004	2.2398e-004	
15151	1.9328e-004	8.0029e-004	1.2803e-004	
15152	-2.1951e-004	8.4902e-004	-2.5974e-005	
15153	2.2939e-004	8.2314e-004	-4.6897e-005	
15154	-1.9722e-004	8.4668e-004	9.848e-005	
15155	-1.6301e-004	8.7179e-004	-1.4902e-004	
15156	-9.0908e-005	8.4999e-004	2.039e-004	
15157	-5.9628e-005	8.7179e-004	-2.1656e-004	
15158	1.4249e-004	8.472e-004	-1.8283e-004	
15159	-2.144e-004	7.2876e-004	-4.5659e-005	
15160	1.3239e-004	8.5438e-004	1.8997e-004	
15161	-4.0347e-005	7.2161e-004	-2.2253e-004	
15162	1.436e-005	8.7179e-004	2.2682e-004	
15163	2.1552e-004	8.7483e-004	9.6579e-005	
15164	-2.854e-005	1.0371e-003	6.4845e-005	
15165	-1.5305e-004	7.0631e-004	-1.6396e-004	
15166	-1.2146e-004	7.0854e-004	1.9003e-004	
15167	1.2886e-004	7.0912e-004	-1.9221e-004	
15168	2.1122e-004	6.6764e-004	-1.0763e-004	
15169	1.3676e-004	6.682e-004	1.8999e-004	
15170	-2.1072e-004	6.4629e-004	-6.2203e-005	
15171	5.0414e-005	6.4306e-004	-2.2172e-004	
15172	-1.7067e-004	6.2223e-004	1.3868e-004	
15173	-1.2694e-004	6.1462e-004	-1.8494e-004	
15174	2.2875e-004	5.7034e-004	6.0104e-005	
15175	2.7332e-005	5.7427e-004	2.2648e-004	
15176	1.4201e-004	4.9229e-004	1.8394e-004	
15177	-8.593e-005	5.9285e-004	2.0852e-004	
15178	-1.4627e-004	4.9686e-004	1.6765e-004	
15179	7.7058e-005	6.1921e-004	2.1983e-004	
15180	3.1243e-007	6.2332e-004	2.2573e-004	
15181	3.2344e-006	4.8962e-004	2.2414e-004	
15182	7.5843e-005	5.228e-004	2.1656e-004	
15183	1.0887e-005	5.9807e-004	2.2943e-004	
15184	4.2062e-005	5.9856e-004	2.2683e-004	
15185	-3.5393e-005	5.4739e-004	2.227e-004	
15186	6.3022e-005	5.6966e-004	2.2059e-004	
15187	2.6489e-005	5.3612e-004	2.2523e-004	
15188	-1.4164e-006	5.7358e-004	2.2977e-004	
15189	1.2102e-004	5.257e-004	-1.9643e-004	
15190	2.2926e-004	5.9669e-004	-4.9451e-005	
15191	1.7009e-004	5.9724e-004	1.5836e-004	
15192	2.3386e-004	4.9239e-004	-3.6998e-005	
15193	2.3031e-004	6.2393e-004	3.9537e-005	
15194	2.3109e-004	5.9693e-004	4.9552e-005	
15195	2.127e-004	5.9725e-004	9.7174e-005	
15196	2.2056e-004	4.9293e-004	8.2664e-005	
15197	2.3502e-004	5.4739e-004	-1.7881e-011	
15198	2.0767e-004	5.399e-004	1.08e-004	
15199	2.3539e-004	5.736e-004	3.4657e-005	
15200	2.1805e-004	5.7011e-004	9.1132e-005	
15201	2.3172e-004	5.4331e-004	4.8547e-005	
15202	-4.7439e-005	6.3909e-004	-2.201e-004	
15203	-3.6075e-005	5.4591e-004	-2.2286e-004	
15204	-1.7848e-004	6.1604e-004	-1.2816e-004	
15205	-1.1881e-004	6.6828e-004	-1.9132e-004	
15206	-1.3432e-004	5.3907e-004	-1.7689e-004	
15207	-8.3689e-005	5.9482e-004	-2.071e-004	
15208	-1.1562e-004	6.4263e-004	-1.9172e-004	
15209	-1.4994e-004	6.1248e-004	-1.6691e-004	
15210	-1.0229e-004	6.1596e-004	-2.0045e-004	
15211	-1.4003e-004	5.8775e-004	-1.7555e-004	
15212	-1.1472e-004	5.8938e-004	-1.9401e-004	
15213	-2.1451e-004	5.7163e-004	2.491e-005	
15214	-1.2688e-004	6.4622e-004	1.8314e-004	
15215	-1.9718e-004	6.3892e-004	9.6584e-005	
15216	-1.9202e-004	5.6529e-004	1.0639e-004	
15217	-1.363e-004	5.9091e-004	1.734e-004	
15218	-1.7299e-004	6.6814e-004	1.3966e-004	
15219	-1.5782e-004	6.4023e-004	1.569e-004	
15220	-1.7371e-004	5.8971e-004	1.365e-004	
15221	-1.9086e-004	6.206e-004	1.1547e-004	
15222	1.5537e-004	6.1535e-004	-1.7288e-004	
15223	1.4852e-005	6.8785e-004	-2.3083e-004	
15224	8.8617e-005	6.7558e-004	-2.1422e-004	
15225	1.8575e-006	6.4101e-004	-2.2731e-004	
15226	4.9758e-005	6.7139e-004	-2.1919e-004	
15227	7.8425e-005	6.4155e-004	-2.1434e-004	
15228	5.0928e-005	5.7076e-004	-2.2033e-004	
15229	4.0553e-005	6.1488e-004	-2.2463e-004	
15230	-2.1986e-004	6.4736e-004	1.4537e-005	
15231	-1.9815e-004	6.8279e-004	-1.0097e-004	
15232	-2.2091e-004	6.7954e-004	-2.8076e-005	
15233	-2.0393e-004	5.9302e-004	-7.629e-005	
15234	-2.1479e-004	6.1681e-004	-3.8947e-005	
15235	-2.1727e-004	6.7092e-004	-5.0053e-005	
15236	-2.0935e-004	6.7007e-004	-7.7671e-005	
15237	-1.9721e-004	6.3885e-004	-9.714e-005	
15238	-2.1757e-004	6.5184e-004	-3.7769e-005	
15239	-2.0875e-004	6.1965e-004	-7.4567e-005	
15240	1.9186e-004	6.6882e-004	1.3883e-004	
15241	9.6014e-005	7.0622e-004	2.1117e-004	
15242	1.525e-004	7.1274e-004	1.7316e-004	
15243	1.0741e-004	6.6229e-004	2.0646e-004	
15244	1.5507e-004	6.3872e-004	1.7239e-004	
15245	1.2483e-004	6.883e-004	2.0208e-004	
15246	1.5804e-004	6.8193e-004	1.7313e-004	
15247	1.2946e-004	6.4211e-004	1.9331e-004	
15248	2.3474e-004	6.7103e-004	-3.5599e-005	
15249	1.8338e-004	7.0829e-004	-1.4631e-004	
15250	2.1118e-004	7.083e-004	-1.0448e-004	
15251	2.0181e-004	6.1542e-004	-1.1712e-004	
15252	2.2153e-004	6.8178e-004	-8.6458e-005	
15253	1.9758e-004	6.8323e-004	-1.2609e-004	
15254	2.2104e-004	6.4096e-004	-8.6901e-005	
15255	2.0557e-004	6.4304e-004	-1.2044e-004	
15256	1.1967e-004	7.4713e-004	-1.9755e-004	
15257	1.4833e-004	6.6819e-004	-1.8197e-004	
15258	1.4885e-004	7.2362e-004	-1.7912e-004	
15259	1.3874e-004	6.8508e-004	-1.926e-004	
15260	1.1142e-004	7.0545e-004	-2.0939e-004	
15261	1.1678e-004	6.8578e-004	-2.0667e-004	
15262	-5.6413e-005	7.0562e-004	2.2009e-004	
15263	-1.5997e-004	7.2372e-004	1.5359e-004	
15264	-1.1472e-004	7.471e-004	1.9235e-004	
15265	-9.9786e-005	7.2247e-004	2.0393e-004	
15266	-1.3537e-004	7.2927e-004	1.7564e-004	
15267	-1.3893e-004	6.8208e-004	1.7559e-004	
15268	-9.8127e-005	6.8366e-004	2.0451e-004	
15269	-1.8373e-004	7.2048e-004	-1.2419e-004	
15270	-1.0997e-004	7.2161e-004	-1.9473e-004	
15271	-1.553e-004	7.4792e-004	-1.5741e-004	
15272	-1.6976e-004	6.8227e-004	-1.48e-004	
15273	-1.3717e-004	7.2774e-004	-1.7611e-004	
15274	9.3e-006	1.0327e-003	1.148e-004	
15275	-6.6029e-005	1.0381e-003	2.5997e-005	
15276	8.2295e-006	1.038e-003	3.6057e-005	
15277	-5.8131e-005	1.0356e-003	1.2066e-004	
15278	1.8666e-006	1.0339e-003	8.1386e-005	
15279	-2.8604e-005	1.0435e-003	3.8639e-005	
15280	-6.4435e-005	1.0364e-003	7.5184e-005	
15281	-5.0609e-005	1.0403e-003	4.9484e-005	
15282	2.3583e-004	8.9523e-004	1.2474e-005	
15283	2.3349e-004	8.2437e-004	4.6833e-005	
15284	2.1925e-004	9.2581e-004	8.8125e-005	
15285	1.7748e-004	8.9992e-004	1.4955e-004	
15286	1.942e-004	8.4635e-004	1.3019e-004	
15287	2.0991e-004	8.9857e-004	1.0921e-004	
15288	2.2197e-004	8.4587e-004	8.3916e-005	
15289	2.2592e-004	8.7607e-004	6.2714e-005	
15290	2.0239e-004	8.7023e-004	1.2311e-004	
15291	-4.7595e-005	8.9639e-004	2.1996e-004	
15292	8.0091e-005	8.9751e-004	2.1658e-004	
15293	-2.6139e-005	8.2575e-004	2.2571e-004	
15294	1.436e-005	9.2098e-004	2.2682e-004	
15295	5.1609e-005	8.472e-004	2.227e-004	
15296	-2.099e-006	8.4641e-004	2.286e-004	
15297	4.2197e-005	8.6868e-004	2.2803e-004	
15298	-1.365e-005	8.7072e-004	2.28e-004	
15299	-7.3371e-005	7.4623e-004	-2.1122e-004	
15300	-3.7356e-007	7.4623e-004	-2.2624e-004	
15301	-4.5801e-005	6.8209e-004	-2.2294e-004	
15302	-3.7855e-005	7.5139e-004	-2.2179e-004	
15303	-6.5668e-005	7.0762e-004	-2.1663e-004	
15304	-1.7724e-005	7.0666e-004	-2.2736e-004	
15305	9.933e-005	8.272e-004	2.079e-004	
15306	1.6509e-004	8.2848e-004	1.6511e-004	
15307	1.335e-004	8.2495e-004	1.9381e-004	
15308	1.3099e-004	9.0189e-004	1.8909e-004	
15309	1.0771e-004	8.547e-004	2.0746e-004	
15310	1.5674e-004	8.5626e-004	1.7553e-004	
15311	1.206e-004	8.8062e-004	2.0031e-004	
15312	1.4675e-004	8.8053e-004	1.8362e-004	
15313	-2.2105e-004	7.2797e-004	2.5958e-006	
15314	-2.1704e-004	7.7521e-004	-2.4339e-005	
15315	-2.0378e-004	7.5171e-004	-8.3964e-005	
15316	-2.1758e-004	7.4393e-004	-2.4254e-005	
15317	-2.2043e-004	7.0314e-004	-3.2018e-005	
15318	-2.1547e-004	6.9957e-004	-5.8321e-005	
15319	-2.0799e-004	7.2619e-004	-7.4372e-005	
15320	-2.1656e-004	7.5232e-004	-4.9661e-005	
15321	2.0142e-004	8.7179e-004	-1.1883e-004	
15322	8.6324e-005	9.0281e-004	-2.1321e-004	
15323	9.9256e-005	8.301e-004	-2.078e-004	
15324	1.7926e-004	8.2632e-004	-1.5037e-004	
15325	1.6114e-004	8.9714e-004	-1.686e-004	
15326	1.2156e-004	8.7929e-004	-1.9651e-004	
15327	1.2116e-004	8.4522e-004	-1.9643e-004	
15328	1.319e-004	8.1958e-004	-1.9302e-004	
15329	1.5749e-004	8.274e-004	-1.7139e-004	
15330	1.6795e-004	8.4825e-004	-1.6369e-004	
15331	-1.1659e-004	8.4583e-004	-1.9172e-004	
15332	-1.1012e-004	9.2378e-004	-1.9342e-004	
15333	-2.4473e-005	9.2552e-004	-2.2332e-004	
15334	-1.063e-005	8.5469e-004	-2.2613e-004	
15335	-9.5307e-005	8.7907e-004	-2.0648e-004	
15336	-7.3199e-005	8.9745e-004	-2.1394e-004	
15337	-7.1222e-005	8.2846e-004	-2.1327e-004	
15338	-4.538e-005	8.4697e-004	-2.2414e-004	
15339	-3.29e-005	8.7023e-004	-2.2632e-004	
15340	-1.5403e-004	8.4792e-004	1.575e-004	
15341	-1.1553e-004	8.9725e-004	1.8901e-004	
15342	-1.2628e-004	8.2261e-004	1.8283e-004	
15343	-7.1455e-005	8.301e-004	2.125e-004	
15344	-1.2031e-004	8.4564e-004	1.9082e-004	
15345	-8.3351e-005	8.7398e-004	2.111e-004	
15346	-1.852e-004	9.2848e-004	-1.1883e-004	
15347	-1.8897e-004	8.7252e-004	-1.0768e-004	
15348	-1.5367e-004	8.2468e-004	-1.5886e-004	
15349	-1.7836e-004	8.5469e-004	-1.2929e-004	
15350	-1.4699e-004	9.0158e-004	-1.6664e-004	
15351	-1.6999e-004	9.0003e-004	-1.4105e-004	
15352	-1.4302e-004	8.6983e-004	-1.699e-004	
15353	-2.0526e-004	9.0556e-004	8.4605e-005	
15354	-1.9263e-004	8.0326e-004	1.0859e-004	
15355	-2.1291e-004	8.4938e-004	5.0069e-005	
15356	-1.7931e-004	8.7132e-004	1.2793e-004	
15357	-2.0768e-004	8.2923e-004	7.2854e-005	
15358	-1.8777e-004	8.4964e-004	1.2585e-004	
15359	-2.0494e-004	8.7575e-004	8.726e-005	
15360	2.3345e-004	7.7648e-004	-8.3719e-006	
15361	2.1489e-004	8.0339e-004	-9.6074e-005	
15362	2.3061e-004	8.7425e-004	-4.8757e-005	
15363	2.283e-004	7.9666e-004	-6.5154e-005	
15364	2.3485e-004	7.9901e-004	-3.514e-005	
15365	2.3499e-004	8.2946e-004	-1.4456e-005	
15366	2.2369e-004	8.2457e-004	-7.7448e-005	
15367	-2.0717e-004	8.2756e-004	-7.3744e-005	
15368	-2.1593e-004	9.0331e-004	-1.6458e-005	
15369	-2.1656e-004	8.228e-004	1.2683e-005	
15370	-2.1471e-004	8.2253e-004	-4.1842e-005	
15371	-2.115e-004	8.7247e-004	-6.2309e-005	
15372	-2.1429e-004	8.4804e-004	-5.2128e-005	
15373	-2.2116e-004	8.4702e-004	2.3636e-006	
15374	-2.1779e-004	8.7363e-004	-1.1917e-005	
15375	1.8033e-004	7.4961e-004	1.4987e-004	
15376	2.1499e-004	7.7376e-004	9.4748e-005	
15377	1.7915e-004	7.7845e-004	1.508e-004	
15378	2.1178e-004	7.9772e-004	1.0459e-004	
15379	1.4334e-005	7.5308e-004	2.2667e-004	
15380	8.8426e-005	7.7376e-004	2.1028e-004	
15381	1.8165e-005	8.0327e-004	2.2661e-004	
15382	3.7994e-005	7.7065e-004	2.2541e-004	
15383	7.9269e-005	7.984e-004	2.1857e-004	
15384	3.9537e-005	8.2424e-004	-2.2352e-004	
15385	3.8586e-005	7.7271e-004	-2.2417e-004	
15386	7.0176e-005	7.4489e-004	-2.1899e-004	
15387	6.0981e-005	8.0782e-004	-2.2053e-004	
15388	1.0443e-004	7.774e-004	-2.0623e-004	
15389	8.7422e-005	8.0563e-004	-2.1345e-004	
15390	6.8348e-005	1.0355e-003	-5.6937e-005	
15391	-3.4116e-005	1.0331e-003	-6.7729e-005	
15392	3.3259e-005	1.0358e-003	2.9287e-006	
15393	-4.0266e-005	1.0375e-003	-2.1555e-005	
15394	3.6775e-006	1.0331e-003	-4.9766e-005	
15395	-1.437e-005	1.0365e-003	1.0663e-005	
15396	2.4312e-005	1.0387e-003	-2.6449e-005	
15397	-1.6472e-005	1.0382e-003	-2.6373e-005	
15398	2.329e-004	7.2953e-004	-1.4821e-005	
15399	2.1066e-004	7.5247e-004	-9.3523e-005	
15400	2.3364e-004	7.4478e-004	-3.6812e-005	
15401	2.313e-004	7.195e-004	-5.318e-005	
15402	2.2235e-004	7.2274e-004	-8.3521e-005	
15403	5.9265e-006	7.79e-004	-2.2364e-004	
15404	-5.2796e-005	7.976e-004	-2.2042e-004	
15405	-1.1545e-005	8.269e-004	-2.2654e-004	
15406	-9.0747e-005	7.822e-004	2.0106e-004	
15407	-3.4531e-005	7.5275e-004	2.2367e-004	
15408	-7.228e-005	8.0016e-004	2.1471e-004	
15409	-7.1776e-005	7.4434e-004	2.15e-004	
15410	1.9413e-004	7.8059e-004	-1.2939e-004	
15411	1.523e-004	7.5369e-004	-1.7606e-004	
15412	1.7932e-004	7.9807e-004	-1.5172e-004	
15413	1.7959e-004	7.4515e-004	-1.527e-004	
15414	-1.7532e-004	7.7017e-004	1.3233e-004	
15415	-1.3232e-004	7.8588e-004	1.7747e-004	
15416	-1.4661e-004	8.1049e-004	1.7126e-004	
15417	-1.6682e-004	8.0682e-004	1.4876e-004	
15418	-1.6409e-004	7.5317e-004	1.5117e-004	
15419	-2.0519e-004	7.4858e-004	7.907e-005	
15420	-2.166e-004	7.4637e-004	2.699e-005	
15421	-2.1923e-004	7.724e-004	7.5191e-006	
15422	-2.1389e-004	7.9956e-004	5.1323e-005	
15423	-2.1051e-004	7.7226e-004	6.7028e-005	
15424	1.523e-004	7.7342e-004	1.7509e-004	
15425	1.2149e-004	7.805e-004	1.9969e-004	
15426	1.0837e-004	7.5365e-004	2.0653e-004	
15427	1.2411e-004	7.2813e-004	1.999e-004	
15428	-1.3832e-004	7.996e-004	-1.7021e-004	
15429	-9.6813e-005	7.9735e-004	-1.9899e-004	
15430	-1.071e-004	7.5299e-004	-1.9773e-004	
15431	-1.7003e-004	7.7863e-004	-1.3819e-004	
15432	-1.9959e-004	7.9834e-004	-9.5031e-005	
15433	-1.9434e-004	8.2595e-004	-1.0931e-004	
15434	2.2298e-004	7.2331e-004	7.3445e-005	
15435	2.3503e-004	7.269e-004	3.8551e-005	
15436	2.3289e-004	7.7398e-004	2.4298e-005	
15437	2.2448e-004	7.5753e-004	7.7688e-005	
15438	2.2904e-004	7.8229e-004	6.6869e-005	
15439	2.366e-004	6.7648e-004	2.8178e-005	
15440	2.3179e-004	7.0085e-004	6.2118e-005	
15441	2.1767e-004	6.8078e-004	1.0029e-004	
15442	2.1743e-004	6.3742e-004	8.9675e-005	
15443	2.2938e-004	6.5193e-004	5.672e-005	
15444	2.2428e-004	6.5787e-004	8.3858e-005	
15445	3.8383e-005	1.0343e-003	1.9153e-004	
15446	1.8876e-004	1.0386e-003	8.9909e-005	
15447	2.3018e-004	1.0197e-003	5.1525e-005	
15448	8.1321e-005	1.0383e-003	-1.9119e-004	
15449	8.7965e-005	1.0391e-003	8.783e-005	
15450	1.3997e-004	1.037e-003	5.5409e-005	
15451	1.3844e-004	1.0364e-003	-1.4916e-005	
15452	7.228e-005	1.0382e-003	4.4012e-005	
15453	9.2484e-005	1.0355e-003	-6.896e-007	
15454	1.5436e-004	1.0375e-003	-1.4012e-004	
15455	-1.8089e-004	1.0404e-003	8.0263e-005	
15456	-1.8286e-004	1.0023e-003	-1.3192e-004	
15457	-1.5699e-004	1.0367e-003	-1.2889e-004	
15458	-1.6626e-005	1.0387e-003	-1.8665e-004	
15459	-1.9545e-004	1.0202e-003	-1.0855e-004	
15460	2.2818e-004	3.9884e-004	4.8419e-005	
15461	1.7644e-004	2.5958e-004	3.8071e-005	
15462	2.3078e-004	3.2296e-004	3.7474e-005	
15463	2.1366e-004	3.0045e-004	3.4176e-005	
15464	2.2359e-004	3.5075e-004	7.394e-005	
15465	2.0116e-004	2.9995e-004	7.8362e-005	
15466	1.1513e-004	2.769e-004	-1.5355e-004	
15467	1.3095e-004	3.1819e-004	-1.9353e-004	
15468	1.5222e-004	2.9299e-004	-1.4069e-004	
15469	1.3035e-004	2.968e-004	-1.6898e-004	
15470	1.7075e-004	3.5064e-004	-1.5822e-004	
15471	1.748e-004	3.2022e-004	-1.5297e-004	
15472	-1.484e-004	2.514e-004	3.2235e-005	
15473	-1.7012e-004	2.809e-004	7.0626e-005	
15474	-1.0327e-004	2.2022e-004	5.9742e-005	
15475	-3.7333e-005	2.5615e-004	1.4703e-004	
15476	-1.2103e-004	2.7648e-004	1.3656e-004	
15477	-1.2912e-004	2.4287e-004	5.9654e-005	
15478	-1.502e-004	2.7251e-004	1.0205e-004	
15479	-9.3164e-005	2.4972e-004	1.0894e-004	
15480	-1.1838e-004	2.5153e-004	1.0982e-004	
15481	1.3514e-004	1.0197e-003	1.9104e-004	
15482	1.1186e-004	1.0197e-003	2.0499e-004	
15483	1.7165e-004	1.0039e-003	1.5864e-004	
15484	1.4404e-004	1.0402e-003	1.4942e-004	
15485	1.7615e-004	1.0355e-003	-1.0792e-004	
15486	-4.5544e-005	1.0402e-003	1.9649e-004	
15487	-1.2213e-004	1.0368e-003	1.5285e-004	
15488	6.0255e-005	6.8747e-004	2.2537e-004	
15489	-5.3894e-006	7.0481e-004	2.2706e-004	
15490	3.5887e-005	6.9853e-004	2.2815e-004	
15491	2.3976e-005	6.43e-004	2.2526e-004	
15492	-1.5771e-004	1.0331e-003	1.115e-004	
15493	6.4892e-005	1.0205e-003	-2.1652e-004	
15494	-1.881e-004	1.0358e-003	5.4172e-005	
15495	-1.9901e-004	1.0387e-003	-6.9708e-006	
15496	-8.0884e-006	1.0152e-003	2.2596e-004	
15497	1.6548e-004	1.0028e-003	-1.5736e-004	
15498	2.0519e-004	1.0169e-003	-1.1966e-004	
15499	1.9909e-004	9.9212e-004	-1.3023e-004	
15500	1.3603e-004	1.0195e-003	-1.9008e-004	
